Individual,Population,Locus1,,Locus2,,Locus3,,Locus4,,Locus5,,Locus6,,Locus7,,Locus8,,Locus9,,Locus10,,Locus11,,Locus12,,Locus13,,Locus14,,Locus15,,Locus16,,Locus17,,Locus18,,Locus19,,Locus20,,Locus21,
27,21,33,33,36,37,41,42,44,44,?,?,45,45,50,60,80,80,52,52,79,79,82,83,129,201,236,252,183,183,270,270,227,351,235,239,162,166,85,141,176,188,1,888
28,21,33,34,36,36,42,42,44,44,53,53,25,25,60,60,?,?,52,52,78,79,83,83,177,221,244,260,247,303,298,306,195,199,219,259,174,210,85,109,128,216,1,888
29,21,33,33,37,38,41,42,44,44,53,53,45,45,60,60,?,?,52,52,78,79,83,83,149,153,264,272,191,215,270,274,219,235,195,255,162,214,85,117,128,204,1,888
30,21,34,34,36,37,41,42,44,44,53,53,25,25,50,60,80,80,52,52,78,79,83,83,153,185,252,260,179,243,274,290,203,207,231,255,138,162,81,145,208,236,4,888
31,21,33,34,36,36,41,42,44,44,54,53,45,25,60,60,70,80,52,52,79,79,83,83,141,173,256,264,195,207,266,286,203,223,215,223,134,162,109,169,128,200,1,888
32,21,33,33,36,36,42,42,44,44,53,53,25,25,50,60,80,80,52,52,78,79,83,83,153,169,236,272,183,207,270,270,191,243,211,271,166,218,101,145,100,176,2,888
33,21,33,34,36,37,41,42,44,44,51,53,25,25,50,60,70,80,52,52,79,79,83,83,165,177,256,260,183,299,270,298,199,235,219,235,162,162,105,121,104,240,4,888
34,21,33,34,36,36,42,42,44,44,53,53,?,?,60,60,80,80,51,52,78,78,83,83,177,201,260,268,235,295,270,270,199,211,211,215,134,170,101,121,108,164,4,888
35,21,33,33,36,36,41,42,44,44,54,54,?,?,?,?,80,80,51,52,?,?,83,83,133,141,244,256,267,271,266,274,211,235,219,223,134,198,129,153,124,88,1,888
36,21,33,34,36,37,41,42,43,44,53,53,45,25,50,60,80,80,52,52,79,79,83,83,141,149,244,256,183,287,270,270,227,247,219,231,130,134,117,121,180,204,2,888
37,21,33,34,36,36,42,42,44,44,52,53,45,25,60,60,?,?,52,52,78,78,83,83,149,185,244,280,171,219,270,274,215,279,211,259,130,158,121,137,132,176,1,888
38,21,33,34,36,37,41,41,44,44,53,53,45,25,50,60,80,80,52,52,79,79,83,83,173,201,236,244,199,203,274,274,219,239,207,235,162,162,109,117,100,196,1,888
39,21,33,34,36,36,41,42,44,44,53,53,45,25,60,60,70,80,52,52,79,79,83,83,145,173,232,244,187,275,266,266,227,235,215,239,158,162,89,113,108,124,4,888
40,21,33,34,36,36,41,41,44,44,54,53,?,?,50,60,80,80,52,52,78,79,83,83,173,209,256,256,271,271,274,290,203,215,223,247,162,162,81,85,108,208,555,888
41,21,33,34,36,37,41,42,44,44,53,53,45,35,?,?,70,70,52,52,79,79,83,83,169,197,260,264,183,275,266,270,191,255,231,239,162,206,101,133,104,172,555,888
42,21,33,34,36,37,42,42,44,44,?,?,25,25,?,?,70,80,51,52,78,79,83,83,149,201,252,260,187,195,274,286,207,215,239,259,138,138,105,145,100,104,555,888
43,21,33,34,36,36,42,42,44,44,?,?,25,25,?,?,80,80,51,52,78,79,83,83,169,201,244,252,175,195,290,294,203,215,215,215,162,202,101,137,220,224,555,888
44,21,33,33,36,36,42,42,44,44,?,?,45,25,?,?,80,80,51,51,78,79,83,83,149,165,248,260,171,179,266,266,203,223,211,219,154,206,105,117,104,112,555,888
45,21,33,33,36,36,41,42,43,44,?,?,25,25,60,60,80,80,51,52,78,79,83,83,157,165,240,260,175,235,274,282,255,267,219,231,162,206,101,129,112,112,555,888
46,21,33,33,36,36,41,41,43,44,?,?,25,25,?,?,80,80,52,52,78,79,83,83,153,173,236,268,251,263,266,266,203,247,239,251,142,174,105,145,200,204,555,888
1,22,33,33,36,36,41,42,44,44,53,53,45,25,?,?,?,?,?,?,?,?,83,83,145,153,252,260,175,231,278,282,199,207,195,207,178,218,89,117,112,152,3,888
2,22,33,33,36,36,42,42,44,44,54,53,25,25,60,60,?,?,?,?,79,79,83,83,145,189,276,276,191,259,270,270,219,243,207,219,162,178,105,153,120,204,1,888
3,22,33,33,36,37,42,42,44,44,54,53,25,35,50,60,80,80,52,52,79,79,83,83,185,189,240,260,167,283,266,270,199,199,239,271,162,206,89,101,116,168,4,888
4,22,34,34,37,37,42,42,44,44,52,53,45,45,60,60,80,80,52,52,79,79,83,83,137,193,244,272,199,235,270,274,215,215,231,239,134,158,89,141,124,240,4,888
5,22,33,33,36,36,42,42,44,44,53,53,45,45,60,60,80,80,52,52,78,79,83,83,137,145,264,264,175,263,266,294,227,259,195,259,134,134,89,125,104,96,2,888
6,22,33,33,36,37,41,42,43,43,52,54,45,25,50,60,80,80,52,52,78,79,83,83,149,185,244,260,247,287,270,286,211,211,235,255,134,162,85,113,104,172,4,888
7,22,33,33,36,37,42,42,44,44,53,53,45,45,60,60,80,80,51,52,78,79,83,83,157,177,232,244,167,175,262,270,211,251,215,219,138,174,105,129,164,172,2,888
8,22,33,33,36,36,42,42,44,44,53,53,25,25,60,60,80,80,52,52,78,79,83,83,161,189,240,256,171,275,266,270,207,259,203,263,162,162,89,101,116,216,4,888
9,22,33,33,36,36,42,42,44,44,53,53,25,25,50,50,80,80,52,52,78,79,83,83,153,189,236,268,175,207,266,294,207,207,227,251,174,218,89,101,100,212,4,888
10,22,33,34,36,37,42,42,44,44,53,53,45,35,60,60,70,80,51,52,79,79,83,83,117,149,256,280,175,207,270,286,215,219,227,227,158,162,85,85,124,96,1,888
11,22,33,33,36,37,41,41,44,44,53,53,25,35,50,60,80,80,52,52,79,79,83,83,149,201,256,276,183,187,266,270,199,255,231,263,158,170,89,101,196,216,1,888
12,22,33,34,36,36,41,42,?,?,53,53,25,35,50,60,80,80,52,52,79,79,83,83,169,177,244,256,179,207,270,274,199,207,235,243,162,198,77,141,120,224,1,888
13,22,33,34,36,36,42,42,44,44,54,53,25,35,60,60,80,80,51,52,78,78,83,83,153,201,244,256,179,255,274,274,199,215,215,239,142,162,89,105,104,128,4,888
14,22,33,34,36,36,42,42,44,44,51,54,25,35,50,60,70,80,52,52,78,79,83,83,125,193,256,256,179,243,266,274,195,207,215,239,142,162,89,133,108,200,555,888
15,22,33,33,36,36,42,42,44,44,53,53,45,25,50,60,80,80,52,52,78,79,83,83,149,193,236,268,195,227,278,286,199,203,219,227,134,218,113,125,104,128,4,888
16,22,33,33,37,37,42,42,43,44,53,53,45,25,60,60,70,80,52,52,79,79,83,83,169,193,236,280,175,287,266,278,231,255,219,247,158,162,85,93,100,232,2,888
17,22,33,34,37,37,42,42,44,44,53,53,25,35,50,50,80,80,52,52,79,79,83,83,181,185,248,252,235,263,262,278,199,239,215,219,138,162,101,105,168,224,1,888
18,22,33,33,36,36,42,42,44,44,51,54,25,25,50,50,80,80,52,52,79,79,82,83,137,181,256,284,219,271,274,314,203,223,215,259,134,162,89,113,104,132,2,888
19,22,33,34,36,36,41,42,44,44,53,53,45,25,50,50,80,80,52,52,79,79,83,83,169,193,260,272,187,267,266,266,203,219,215,219,142,162,113,153,104,92,4,888
20,22,33,33,36,37,41,42,44,44,54,54,25,35,50,60,80,80,52,52,78,79,83,83,153,185,280,280,251,275,266,290,195,235,211,215,142,198,105,141,124,164,1,888
21,22,33,34,36,37,41,42,44,44,53,53,45,45,50,50,80,80,52,52,78,79,83,83,173,213,244,264,199,199,270,290,203,227,243,259,158,222,129,129,100,220,4,888
22,22,33,34,37,37,42,42,44,44,54,54,45,25,60,60,70,80,52,52,79,79,83,83,157,197,240,268,175,191,274,282,203,267,219,219,174,178,85,109,208,96,4,888
23,22,33,34,36,36,42,42,44,44,54,53,25,25,60,60,80,80,52,52,78,79,83,83,161,193,256,264,215,275,274,286,203,275,211,211,134,170,89,105,100,204,1,888
24,22,34,34,36,36,41,42,44,44,53,53,45,25,50,60,80,80,?,?,78,79,83,83,165,173,236,272,203,255,274,278,199,211,223,255,134,214,97,117,100,104,1,888
25,22,34,34,36,37,42,42,44,44,52,53,45,35,50,60,80,80,52,52,78,79,83,83,185,201,252,276,175,191,254,270,199,215,219,227,162,162,89,141,116,176,2,888
26,22,33,33,36,37,41,42,44,44,54,53,45,25,60,60,80,80,52,52,78,79,83,83,145,145,244,260,167,183,278,294,203,247,219,223,162,162,85,85,116,208,4,888
27,22,33,34,36,37,42,42,43,44,53,53,45,25,60,60,80,80,52,52,79,79,83,83,153,185,236,260,211,239,282,294,199,203,231,235,158,158,109,121,108,92,4,888
28,22,33,34,36,37,41,42,44,44,52,53,25,25,60,60,70,80,52,52,79,79,83,83,189,201,240,264,239,251,270,290,211,235,227,291,158,170,85,149,100,120,4,888
29,22,34,34,36,36,41,42,44,44,51,53,25,25,50,50,70,80,51,52,78,79,82,83,145,177,244,260,179,191,254,286,203,215,239,267,194,206,129,141,104,116,3,888
30,22,33,33,36,36,41,42,44,44,53,53,35,35,50,50,70,80,52,52,78,79,83,83,165,209,236,268,231,283,274,290,207,215,235,251,138,162,101,141,120,120,4,888
31,22,33,33,36,37,41,42,44,44,53,53,25,35,60,60,70,80,52,52,?,?,83,83,165,189,240,264,203,275,270,274,203,219,215,239,138,162,117,145,100,176,1,888
32,22,33,33,36,38,42,42,43,44,54,53,45,35,50,60,80,80,52,52,79,79,83,83,145,157,256,280,175,203,286,290,199,207,211,211,134,162,89,97,100,100,4,888
33,22,33,33,36,37,42,42,44,44,53,53,45,25,50,60,80,80,52,52,79,79,83,83,169,205,252,264,219,263,290,322,187,223,211,259,138,174,137,145,104,120,2,888
34,22,33,34,36,36,42,42,43,44,53,53,45,25,50,60,80,80,52,52,?,?,83,83,161,173,260,268,175,179,262,282,199,211,211,263,134,166,105,149,100,212,1,888
35,22,33,33,36,37,41,42,44,44,53,53,45,45,50,60,80,80,52,52,79,79,83,83,161,177,236,248,191,203,262,290,215,215,195,219,174,198,89,89,104,108,1,888
36,22,33,34,36,37,41,42,44,44,53,53,45,25,60,60,80,80,52,52,78,79,82,83,141,145,244,260,263,267,286,286,195,215,215,283,138,170,109,113,100,112,2,888
37,22,33,34,36,36,42,42,44,44,53,53,45,35,50,60,?,?,?,?,79,79,83,83,121,193,248,252,175,179,270,290,215,259,227,231,138,158,85,105,100,208,4,888
38,22,33,34,36,36,41,42,44,44,53,53,45,25,60,60,80,80,52,52,79,79,83,83,149,185,252,276,191,271,266,274,203,211,223,247,134,138,85,117,204,216,4,888
39,22,33,34,36,36,42,42,44,44,54,53,45,45,50,60,80,80,52,52,78,79,83,83,141,153,236,248,203,271,278,278,199,207,231,239,158,162,101,105,120,152,3,888
40,22,33,33,37,37,42,42,44,44,54,53,25,25,50,60,80,80,51,52,78,79,83,83,177,177,244,268,171,215,262,282,203,215,211,263,134,142,89,137,120,152,4,888
41,22,33,34,36,36,42,42,44,44,53,53,45,25,60,60,80,80,52,52,79,79,83,83,181,181,236,260,183,203,262,294,215,223,199,255,134,158,133,137,104,176,1,888
42,22,33,33,37,37,42,42,44,44,53,53,45,25,50,60,?,?,?,?,79,79,83,83,161,193,244,288,231,239,274,294,203,203,215,235,158,162,93,101,100,160,4,888
43,22,34,34,36,37,42,42,43,44,54,53,45,25,60,60,80,80,52,52,79,79,83,83,137,169,268,276,179,227,274,290,215,279,231,299,162,174,105,109,108,208,13,888
44,22,33,34,36,36,41,42,44,44,53,53,45,35,50,60,80,80,51,52,78,78,83,83,173,181,248,248,175,203,274,278,199,199,215,219,158,166,101,117,120,212,1,888
45,22,33,34,37,37,42,42,44,44,53,53,35,35,60,60,?,?,?,?,79,79,83,83,133,193,252,260,195,227,282,306,211,227,223,235,134,166,85,109,100,96,1,888
46,22,33,34,36,36,42,42,44,44,53,53,25,25,60,60,80,80,52,52,79,79,82,83,153,177,268,272,175,175,278,286,199,211,219,223,158,162,85,105,116,120,2,888
47,22,33,33,36,37,42,42,44,44,51,53,25,35,60,60,80,80,52,52,79,79,82,83,153,169,232,248,171,171,266,270,207,251,239,263,158,178,101,117,112,204,1,888
48,22,33,33,36,36,42,42,44,44,53,53,45,25,50,60,80,80,52,52,79,79,83,83,117,157,240,260,223,235,262,270,203,219,211,251,134,134,89,125,116,192,4,888
49,22,33,34,36,37,42,42,43,44,51,51,25,25,60,60,80,80,52,52,78,79,83,83,133,197,232,240,203,295,290,294,235,247,211,231,134,162,89,109,212,96,4,888
50,22,33,33,36,36,41,42,43,44,53,53,45,45,50,50,80,80,52,52,79,79,83,83,117,149,244,248,159,223,278,278,207,207,219,223,134,158,121,145,196,96,1,888
51,22,33,34,36,37,41,42,43,44,52,53,45,25,60,60,70,70,52,52,79,79,83,83,145,149,268,280,179,283,270,306,231,263,215,239,134,170,85,149,108,200,1,888
52,22,33,33,36,37,41,42,43,44,54,53,25,25,60,60,70,80,52,52,79,79,83,83,169,217,244,252,171,195,262,282,199,267,207,211,134,134,101,141,104,212,1,888
53,22,33,34,36,36,42,42,43,44,54,53,45,25,50,60,?,?,?,?,79,79,83,83,137,185,244,252,235,251,270,278,275,275,251,303,134,162,105,121,168,212,9,888
54,22,34,34,36,37,41,42,43,44,53,53,25,25,50,60,70,80,52,52,79,79,83,83,145,157,240,276,199,283,270,270,219,255,219,227,134,206,117,121,108,128,1,888
55,22,33,33,36,37,42,42,43,44,53,53,45,25,60,60,70,80,51,52,78,78,83,83,177,209,232,252,187,203,274,274,211,211,215,227,134,166,89,89,108,236,4,888
56,22,33,34,36,37,42,42,43,44,53,53,25,25,60,60,80,80,52,52,79,79,83,83,161,193,244,248,275,279,270,270,199,215,239,239,166,210,89,101,128,176,3,888
57,22,33,33,36,36,41,42,?,?,54,53,25,35,60,60,80,80,52,52,79,79,83,83,169,181,244,244,199,247,270,290,203,267,211,231,134,138,117,125,104,164,1,888
58,22,34,34,36,36,41,42,43,44,53,53,25,25,50,60,80,80,52,52,78,79,83,83,141,161,248,268,207,247,266,274,199,207,215,259,134,162,89,89,?,?,4,888
59,22,33,33,36,37,42,42,43,44,54,53,25,55,50,60,80,80,52,52,79,79,82,83,137,149,252,260,175,195,298,302,203,267,243,283,158,162,121,129,104,128,4,888
60,22,33,33,36,36,41,42,43,44,53,53,25,25,50,60,80,80,51,52,79,79,82,83,149,177,244,256,231,255,282,286,199,203,195,215,170,198,113,121,104,232,8,888
61,22,33,34,36,37,42,42,44,44,51,51,45,25,50,50,?,?,?,?,79,79,83,83,149,213,240,264,199,219,266,266,215,223,211,215,162,174,97,101,120,120,4,888
62,22,34,34,36,37,41,42,43,44,54,53,25,35,50,50,70,80,52,52,79,79,83,83,141,149,248,268,171,231,274,286,215,279,211,227,134,226,101,105,116,220,4,888
63,22,33,34,36,36,41,42,44,44,53,53,45,25,50,60,70,80,52,52,78,79,83,83,161,173,260,272,183,199,274,274,231,279,219,223,158,162,85,117,124,164,1,888
64,22,33,34,36,37,42,42,44,44,51,53,25,25,60,60,80,80,52,52,78,79,83,83,145,153,252,264,191,267,270,298,207,259,207,215,162,166,109,137,104,188,1,888
65,22,33,34,36,36,42,42,44,44,53,53,45,35,50,60,70,80,51,52,79,79,83,83,137,177,244,252,179,275,270,278,199,219,211,271,134,162,101,101,120,200,29,888
66,22,33,34,36,36,42,42,44,44,54,53,45,45,50,60,80,80,52,52,78,79,83,83,149,169,248,276,179,223,274,298,203,227,191,231,134,162,85,129,104,208,2,888
67,22,33,34,36,37,?,?,44,44,52,53,45,35,50,60,80,80,?,?,79,79,83,83,165,185,256,256,211,263,282,290,203,215,203,219,134,158,101,101,200,208,1,888
68,22,33,34,36,36,42,42,44,44,53,53,45,25,60,60,70,80,52,52,78,79,83,83,153,173,232,260,231,311,266,270,195,199,215,235,162,174,81,105,100,100,24,888
69,22,33,33,36,37,41,42,44,44,52,53,45,25,50,50,80,80,51,52,78,79,83,83,193,205,240,244,175,195,270,314,207,211,215,255,138,170,109,113,108,96,1,888
70,22,33,33,36,37,42,42,43,44,54,53,25,25,60,60,70,80,52,52,79,79,83,83,169,193,260,292,175,279,270,298,199,203,247,251,134,134,117,145,120,124,4,888
71,22,33,34,36,37,42,42,44,44,52,53,45,45,60,60,80,80,52,52,79,79,83,83,137,149,252,252,171,187,266,294,195,203,219,239,162,230,117,141,164,184,1,888
72,22,33,34,36,36,41,42,43,44,51,53,45,25,50,60,70,80,?,?,78,79,83,83,141,145,264,268,187,263,270,278,199,207,215,267,162,210,105,105,112,96,1,888
73,22,34,34,36,37,42,42,43,44,?,?,45,25,50,60,80,80,51,52,79,79,83,83,153,173,216,256,179,179,274,294,199,203,219,223,138,162,125,137,100,92,1,888
74,22,34,34,36,36,41,42,44,44,53,53,45,25,60,60,80,80,?,?,79,79,83,83,177,181,244,256,207,219,274,290,235,259,243,251,186,230,85,109,112,236,1,888
75,22,33,33,36,37,42,42,44,44,54,53,45,25,50,60,80,80,52,52,79,79,83,83,137,153,244,268,199,259,278,278,187,235,211,223,158,186,85,121,120,224,24,888
76,22,33,34,36,37,42,42,44,44,52,53,25,25,50,60,80,80,52,52,78,79,83,83,177,213,240,256,207,303,262,266,199,199,239,255,158,162,101,133,108,180,1,888
77,22,33,33,36,36,41,41,44,44,53,53,45,45,60,60,80,80,52,52,79,79,83,83,169,185,248,260,247,311,290,290,199,227,235,235,158,162,85,113,100,120,24,888
78,22,33,33,36,36,42,42,43,44,53,53,25,25,50,60,80,80,52,52,79,79,83,83,129,201,240,272,287,295,266,266,199,267,223,271,162,166,89,121,104,108,4,888
79,22,33,34,36,37,42,42,44,44,54,54,25,25,60,60,80,80,52,52,79,79,83,83,145,149,252,268,175,243,266,266,207,227,227,239,162,258,85,129,104,212,4,888
80,22,33,33,36,36,42,42,44,44,53,53,45,25,50,60,70,70,52,52,78,78,83,83,161,165,248,256,187,187,266,270,207,207,215,251,138,138,89,113,204,92,1,888
81,22,33,33,36,36,41,42,44,44,53,53,25,35,50,60,70,70,52,52,78,79,83,83,133,169,248,252,183,267,270,278,199,207,227,259,162,162,101,137,172,196,1,888
82,22,33,34,36,36,42,42,44,44,54,53,25,25,60,60,70,80,52,52,78,79,83,83,161,189,256,268,275,275,270,278,191,203,219,247,134,138,89,105,180,224,1,888
83,22,33,34,36,36,41,42,44,44,54,53,45,25,60,60,80,80,52,52,78,79,83,83,169,177,248,252,235,247,270,278,199,267,211,279,134,190,89,113,116,216,4,888
84,22,34,34,36,36,42,42,43,44,51,53,45,25,50,60,80,80,?,?,78,79,83,83,177,185,252,264,283,287,278,282,203,239,215,215,134,162,89,129,208,232,9,888
85,22,33,34,36,36,42,42,?,?,53,53,35,55,50,60,70,80,52,52,79,79,83,83,173,181,248,260,179,203,266,274,203,211,239,247,162,210,101,109,120,200,1,888
86,22,33,34,36,36,?,?,44,44,53,53,?,?,60,60,?,?,?,?,78,79,83,83,185,185,244,256,195,279,258,270,195,195,223,239,134,138,105,125,100,100,4,888
87,22,33,34,36,36,41,42,44,44,53,53,45,25,50,60,70,80,52,52,78,79,83,83,133,153,240,288,179,299,266,286,203,211,195,283,162,198,89,105,100,212,4,888
88,22,33,34,36,36,41,42,44,44,54,53,25,25,50,50,80,80,52,52,78,79,83,83,117,149,252,260,235,295,266,270,207,207,219,239,138,162,93,105,224,92,1,888
89,22,33,33,36,37,42,42,44,44,53,53,45,45,60,60,80,80,52,52,78,79,83,83,145,149,248,308,203,203,262,266,207,211,191,227,158,162,101,129,216,96,1,888
90,22,33,34,36,36,42,42,44,44,53,53,45,25,60,60,70,80,52,52,78,79,83,83,185,189,260,268,199,207,270,278,219,223,227,259,134,162,85,117,100,164,1,888
91,22,33,34,36,36,41,42,44,44,53,53,25,25,50,50,70,70,52,52,78,79,83,83,185,197,252,268,195,283,302,310,199,223,235,243,138,186,93,141,100,112,4,888
92,22,34,34,36,36,42,42,44,44,54,53,25,25,60,60,80,80,52,52,78,79,83,83,161,193,252,260,267,275,266,274,223,247,219,223,138,162,109,141,112,188,4,888
93,22,33,33,36,37,42,42,44,44,53,53,45,25,50,60,80,80,52,52,78,78,83,83,153,181,248,256,167,179,270,270,223,227,?,?,138,166,85,113,164,220,24,888
94,22,33,34,36,36,?,?,43,44,52,54,?,?,60,60,70,80,?,?,78,79,83,83,117,157,248,292,167,283,262,322,199,211,211,211,138,138,113,145,104,124,1,888
95,22,33,33,36,37,42,42,44,44,53,53,25,35,60,60,70,80,?,?,79,79,83,83,197,201,228,260,175,287,270,274,215,287,223,247,134,138,97,113,116,124,4,888
96,22,?,?,36,37,?,?,44,44,53,53,45,45,50,60,70,80,?,?,79,79,83,83,153,181,252,280,239,251,270,274,199,227,219,227,138,162,129,149,164,208,8,888
1,23,?,?,36,36,41,42,44,44,51,53,45,25,60,60,?,?,?,?,79,79,83,83,129,153,248,260,171,191,294,314,215,223,219,219,214,222,85,89,200,92,4,888
2,23,34,34,36,36,41,42,?,?,53,53,25,25,50,60,?,?,?,?,79,79,83,83,149,165,252,268,175,267,270,274,207,231,215,215,134,134,89,149,156,216,4,888
3,23,33,34,36,36,42,42,44,44,54,53,45,25,50,50,80,80,?,?,78,79,83,83,141,177,256,260,171,199,266,290,179,219,207,223,134,162,101,105,112,208,4,888
4,23,34,34,36,36,41,42,44,44,52,53,45,25,60,60,70,80,52,52,79,79,83,83,169,185,264,268,179,203,270,274,183,211,211,243,134,170,105,133,100,212,1,888
5,23,33,34,36,37,42,42,43,44,53,53,25,25,60,60,80,80,52,52,79,79,83,83,133,165,244,256,187,283,294,298,211,255,215,223,134,134,89,89,116,128,4,888
6,23,33,34,36,36,41,42,44,44,51,52,45,45,50,50,?,?,52,52,79,79,83,83,137,185,240,268,219,283,274,274,211,231,219,251,158,206,101,113,164,212,3,888
7,23,34,34,36,37,42,42,44,44,51,54,45,45,60,60,?,?,52,52,78,78,83,83,133,145,252,260,235,267,262,266,247,319,219,251,158,246,105,133,116,96,4,888
8,23,34,34,36,36,41,42,44,44,53,53,45,45,60,60,80,80,52,52,78,79,83,83,169,181,248,252,267,287,266,330,207,251,243,251,138,162,125,173,108,220,4,888
9,23,34,34,36,36,41,42,44,44,54,53,25,35,60,60,80,80,52,52,78,79,83,83,169,185,236,268,279,291,270,274,215,227,211,219,138,162,105,121,200,208,4,888
10,23,34,34,36,37,42,42,44,44,53,53,45,35,50,50,70,80,52,52,79,79,83,83,149,197,260,260,199,299,262,274,219,219,215,239,162,162,85,109,160,236,13,888
11,23,33,34,36,37,42,42,44,44,53,53,25,25,50,60,80,80,52,52,79,79,83,83,153,165,264,284,191,271,274,290,195,207,215,219,134,134,137,145,160,204,4,888
12,23,34,34,36,36,41,42,43,44,54,53,?,?,60,60,70,80,52,52,79,79,83,83,185,197,244,248,231,283,266,294,199,207,191,235,162,182,85,89,108,208,1,888
13,23,33,33,?,?,42,42,44,44,51,53,45,25,50,50,70,80,52,52,79,79,83,83,141,149,240,264,187,227,266,282,207,215,243,247,138,162,109,121,228,96,1,888
14,23,34,34,36,36,42,42,43,44,54,53,45,45,50,60,70,80,52,52,79,79,82,83,153,193,260,272,191,235,274,294,199,243,227,231,134,162,121,125,104,96,4,888
15,23,33,34,36,36,42,42,44,44,53,53,45,25,50,60,70,80,52,52,79,79,83,83,169,185,248,264,195,207,278,294,199,203,235,259,162,162,101,105,104,112,1,888
16,23,33,34,36,36,42,42,44,44,51,54,45,25,50,60,80,80,52,52,78,79,83,83,145,149,276,292,187,191,266,270,211,247,219,227,158,186,85,117,124,212,4,888
17,23,34,34,36,36,42,42,43,44,54,53,45,25,50,60,80,80,52,52,78,78,83,83,149,161,248,264,187,271,270,278,211,243,207,251,138,230,89,109,120,96,4,888
18,23,33,34,36,36,41,42,44,44,51,53,45,35,?,?,80,80,?,?,79,79,83,83,137,161,236,272,187,203,282,294,207,215,211,219,158,162,89,101,192,236,4,888
19,23,33,34,36,36,42,42,44,44,54,54,45,35,50,60,80,80,52,52,79,79,83,83,165,165,244,264,191,235,262,286,211,227,211,227,138,178,89,101,100,128,4,888
20,23,33,33,?,?,42,42,44,44,53,53,45,25,60,60,80,80,52,52,78,79,83,83,177,181,228,264,279,287,258,282,223,279,215,255,134,158,85,109,104,116,1,888
21,23,33,33,36,36,41,41,44,44,53,53,25,25,60,60,80,80,?,?,79,79,83,83,181,185,224,276,163,179,286,294,235,251,219,243,134,206,101,153,128,152,5,888
22,23,?,?,36,36,42,42,44,44,53,53,25,25,50,60,80,80,52,52,79,79,83,83,137,149,244,268,191,279,266,322,207,215,219,223,134,146,105,105,192,232,1,888
23,23,33,34,36,36,41,42,44,44,53,53,25,25,50,60,80,80,52,52,78,79,83,83,125,165,248,256,203,267,274,294,191,219,207,243,134,202,101,133,160,96,13,888
24,23,33,34,36,36,41,41,44,44,52,53,25,25,60,60,?,?,52,52,79,79,83,83,141,173,228,248,175,187,266,270,199,207,227,243,174,210,117,117,100,100,4,888
25,23,33,34,36,36,42,42,44,44,54,53,45,25,50,60,70,80,51,52,79,79,82,83,157,173,232,248,179,187,262,274,223,235,219,235,134,162,97,117,104,212,5,888
26,23,?,?,36,37,42,42,44,44,?,?,45,25,60,60,?,?,?,?,78,79,83,83,153,197,240,248,171,259,262,270,215,215,223,235,134,158,89,145,104,124,1,888
27,23,33,33,36,36,42,42,44,44,54,53,25,35,50,60,80,80,52,52,78,79,83,83,149,177,248,256,175,239,262,266,227,231,219,239,166,174,89,125,208,220,4,888
28,23,34,34,36,37,41,42,44,44,54,54,45,35,50,60,80,80,52,52,78,79,83,83,141,177,256,268,179,187,266,270,187,291,231,239,134,174,89,113,108,196,5,888
29,23,33,33,36,37,41,42,44,44,53,53,25,35,50,60,70,80,52,52,78,78,83,83,141,185,252,256,195,315,298,342,219,227,239,247,134,158,101,113,104,200,5,888
30,23,33,34,36,36,42,42,44,44,53,53,45,25,60,60,80,80,52,52,78,79,83,83,133,169,256,264,183,283,278,286,195,207,207,215,162,162,85,113,100,108,4,888
31,23,33,34,36,36,42,42,44,44,51,51,25,25,50,60,80,80,52,52,78,79,83,83,189,201,244,260,187,291,286,298,211,219,203,207,138,174,85,89,224,228,1,888
32,23,33,34,36,36,41,42,44,44,51,53,25,35,60,60,80,80,52,52,78,79,83,83,161,185,256,272,195,287,278,294,199,259,223,243,134,162,101,141,116,188,1,888
33,23,33,33,36,36,41,42,44,44,51,53,45,25,50,50,80,80,52,52,78,79,83,83,165,169,260,260,199,203,290,294,207,219,235,251,134,158,89,89,212,232,4,888
